smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CC12CCC1C(=O)OC2,2.68582,1.59042,1.26055,4.4647,74.26,-0.2585,0.0115,0.2699,1055.6339,0.160415,-423.069169,-423.0612,-423.060255,-423.101628,30.828,-1888.724906,-1900.611182,-1911.279462,-1759.582299,10.81872685,10.81872685,0.03125,0.03125,0.451738938,47.66666667,126.155,116.075,126.0680796,50,0,0.309136545,-0.464845248,0.464845248,0.309136545,1.777777778,2.555555556,2.777777778,16.54179316,9.632884937,2.528994458,-2.363934976,2.504506434,-2.367998838,5.764034557,-0.141992536,1.932919719,2.238729533,164.2990861,6.483127663,5.515167194,5.515167194,4.222962099,3.389628766,3.389628766,3.353001927,3.353001927,2.674066409,2.674066409,1.693192525,1.693192525,-0.53,121.7739423,5.270170382,1.306617696,0.484876533,54.19230874,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,6.9237372,12.84164325,5.414990469,12.52478801,9.531400138,5.969305288,0,0,11.33289652,19.76538045,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,11.33289652,19.76538045,0,0,0,0,26.3,0,4.794537184,0,17.3022018,6.606881965,6.420821623,6.420821623,0,0,6.9237372,4.736862954,4.903935185,0,10.81872685,0,0.233217593,0.278935185,0,2.220972222,2.794212963,0,0.857142857,9,0,2,1,1,2,0,0,0,2,0,2,0,1,1,2,2,0.9595,31.79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CC(C=C1)C2C#C,2.44939,1.64029,1.35367,0.6663,85.71,-0.2279,0.0078,0.2357,1048.0688,0.158577,-348.691957,-348.683806,-348.682862,-348.724095,32.968,-1925.372687,-1937.146011,-1947.814919,-1796.540697,5.349837963,5.349837963,0.388310185,0.388310185,0.336054923,52.44444444,118.179,108.099,118.0782503,46,0,0.035116446,-0.11975712,0.11975712,0.035116446,1.777777778,2.555555556,2.777777778,14.53264089,9.606966552,2.505733089,-2.414824179,2.570748382,-2.368011541,5.29152065,0.12862164,2.23772592,2.31107108,206.568425,6.483127663,5.593858127,5.593858127,4.260966902,3.416502219,3.416502219,3.377251696,3.377251696,2.717876971,2.717876971,2.08949239,2.08949239,-0.7,165.5917181,5.113966933,1.237716263,0.412348931,55.956748,0,0,0,0,0,0,0,0,0,12.34378421,19.07577741,12.33872767,11.33289652,0,0,0,0,0,17.25080256,13.34455882,0,12.15204021,0,12.34378421,0,0,0,0,0,0,29.59458678,13.34455882,12.15204021,0,0,0,0,0,0,0,0,11.33289652,5.917906046,6.420821623,0,0,24.99621173,6.423349896,0,0,0,0,0.388310185,4.08912037,0,11.19168981,2.247546296,0,0.555555556,9,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,3,1.8318,37.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(O)CCC(=O)C=O,3.38792,0.70115,0.62519,1.7403,73.57,-0.2498,-0.0927,0.1571,1778.7203,0.154859,-460.185408,-460.174819,-460.173875,-460.222816,36.551,-1824.990072,-1835.231647,-1845.900555,-1698.696983,10.23708333,10.23708333,0.153935185,-0.491759259,0.427314233,12.66666667,130.143,120.063,130.0629942,52,0,0.194779308,-0.393404986,0.393404986,0.194779308,1.777777778,2.333333333,2.666666667,16.26490708,10.15833595,2.004707185,-1.971424777,1.937155259,-2.050980036,6.243488639,-0.129696845,1.825884776,3.272501472,106.8706003,7.276020882,5.332624277,5.332624277,4.16390246,2.82585238,2.82585238,1.971860474,1.971860474,0.939957642,0.939957642,0.410071753,0.410071753,-0.7,78.51304536,8.3,4.205791842,5.166465105,53.68123955,5.106527395,0,12.06940547,0,0,0,9.589074368,0,0,0,0,13.34455882,6.420821623,6.103966388,14.69560176,12.06940547,0,0,0,25.86934683,0,0,0,0,0,0,0,0,23.27989925,9.589074368,0,19.76538045,0,0,0,0,54.37,11.88721133,9.589074368,0,12.70698215,6.420821623,0,0,6.9237372,0,0,5.106527395,0,0,19.92328231,8.628619615,0,-0.448240741,0,0.314907407,1.581431406,0,0.666666667,9,1,3,0,0,0,0,0,0,3,1,3,4,0,0,0,0,-0.0846,31.9858,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1C2OC3CC2(C)C13,2.75522,1.71973,1.37144,1.6282,81.94,-0.2352,0.0925,0.3277,1040.7782,0.183371,-387.059765,-387.051911,-387.050966,-387.091508,32.095,-2019.157045,-2032.893217,-2044.747489,-1876.450203,5.724537037,5.724537037,0.642939815,0.642939815,0.474389856,75.33333333,124.183,112.087,124.088815,50,0,0.066608294,-0.373772107,0.373772107,0.066608294,1.555555556,2.333333333,2.555555556,16.52491186,9.440998711,2.749572847,-2.564387987,2.722357656,-2.59545824,5.221897085,-0.072154493,2.262195817,2.061188599,166.6515613,6.223614639,5.924756148,5.924756148,4.2329988,3.88790674,3.88790674,4.189977956,4.189977956,3.81840401,3.81840401,3.476449902,3.476449902,-0.04,194.5488403,4.72621024,0.96785539,0.260274236,55.3898976,4.736862954,0,0,0,0,0,0,0,0,0,13.8474744,18.25663372,5.414990469,12.20793278,4.736862954,0,0,0,17.25080256,32.4762288,0,0,0,0,0,0,0,0,12.20793278,4.736862954,17.25080256,20.26829602,0,0,0,0,9.23,0,0,0,0,17.62292324,11.83581209,6.420821623,0,0,13.8474744,4.736862954,5.724537037,0,0,0,0.642939815,1.829861111,0,2.675601852,4.710393519,0,1,9,0,1,2,3,5,0,0,0,1,0,1,0,2,3,5,5,1.4297,34.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)C(O)C(C)(C)O,2.25396,1.25094,1.00335,1.9025,77.74,-0.2459,0.0594,0.3052,1317.9471,0.201784,-462.568145,-462.556903,-462.555959,-462.603704,42.566,-2064.475745,-2077.861767,-2090.902659,-1910.280468,9.046574074,9.046574074,0.884259259,-1.21412037,0.476826362,19.33333333,134.175,120.063,134.0942943,56,0,0.107641174,-0.390607089,0.390607089,0.107641174,1.222222222,1.555555556,1.555555556,16.36634275,9.981286523,2.275175612,-2.257854477,2.103845389,-2.426397638,4.792273371,-0.099715758,1.61517131,3.877604669,82.79398752,7.654700538,5.996341325,5.996341325,3.854059275,2.939363314,2.939363314,2.839104041,2.839104041,1.18074298,1.18074298,0.590273464,0.590273464,-0.12,50.07031062,8.88,2.642835992,2.791045911,54.94666286,15.31958218,6.103966388,0,0,0,0,0,0,0,0,0,20.7712116,0,11.7050172,15.31958218,0,0,0,0,38.58019519,0,0,0,0,0,0,0,0,33.12856577,0,0,20.7712116,0,0,0,0,60.69,17.80898359,0,0,0,0,0,20.7712116,0,0,0,15.31958218,0,0,0,26.75604167,-1.21412037,0,0,-1.956018519,4.330763889,0,1,9,3,3,0,0,0,0,0,0,3,3,3,2,0,0,0,0,-0.501,33.9854,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1=CC=CCC=C1,3.28428,1.14244,0.93108,0.2337,95.53,-0.2084,-0.0244,0.184,1336.5498,0.183913,-349.982444,-349.973777,-349.972833,-350.015791,33.631,-2107.313274,-2120.539909,-2132.394809,-1965.86898,2.194444444,2.194444444,1.083333333,1.083333333,0.498835055,17.22222222,120.195,108.099,120.0939004,48,0,-0.016282875,-0.080729336,0.080729336,0.016282875,1.444444444,2.333333333,3.111111111,13.92189244,10.1703789,1.857992699,-1.891550064,2.063147313,-1.688710556,5.260867059,1.148409524,2.133849087,2.668368833,158.8771238,6.527097737,5.800964908,5.800964908,4.431851653,3.454507022,3.454507022,2.161358552,2.161358552,1.458725106,1.458725106,0.859447072,0.859447072,-0.78,160.0386815,6.341654501,3.285913486,1.883546785,56.58414769,0,0,0,0,0,0,0,0,0,0,37.30383773,18.41474778,0,0,0,0,0,0,0,19.76538045,0,35.95320506,0,0,0,0,0,0,0,0,0,19.76538045,35.95320506,0,0,0,0,0,0,0,0,0,12.84164325,5.57310453,0,0,37.30383773,0,0,0,0,0,1.420138889,0,0,13.07060185,2.175925926,0,0.333333333,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2.8389,41.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCc1cc(no1)N,4.92331,0.83122,0.7182,2.8901,72.87,-0.2259,0.0084,0.2343,1543.0114,0.135624,-455.126344,-455.117336,-455.116392,-455.161049,32.021,-1627.394391,-1636.850324,-1646.33324,-1512.415917,5.248455215,5.248455215,0.390787037,0.390787037,0.625923174,9.888888889,128.131,120.067,128.0585775,50,0,0.16663588,-0.38087278,0.38087278,0.16663588,1.888888889,2.666666667,3.111111111,16.50202544,10.46248189,1.968656189,-1.863043683,2.038094596,-1.824811206,5.253776866,0.155799971,2.165879683,2.613882432,184.8386048,6.690234444,5.125517496,5.125517496,4.325698503,2.526807348,2.526807348,1.651102854,1.651102854,0.863774311,0.863774311,0.539256426,0.539256426,-1.03,147.2798185,6.095470514,2.499143096,1.43064638,52.58005683,14.99362537,6.606881965,11.5781102,0,0,0,0,0,0,0,5.156663257,0,13.17616461,0,9.259957891,5.817862778,0,5.156663257,0,6.606881965,12.84346502,11.82661449,0,0,5.733667477,5.817862778,0,0,12.2664608,11.34374492,0,5.760247419,10.58946201,0,0,0,61.28,0,0,0,0,18.18499216,0,0,13.17616461,0,5.156663257,14.99362537,9.456574074,0,0,3.458009259,5.248455215,1.038935185,1.628472222,0,0.420833333,1.582054044,0.4,9,2,4,0,0,0,0,1,1,4,1,4,2,0,0,0,1,0.4032,31.6284,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1C2CC3CN1C23,3.76188,2.49224,2.05942,4.0337,63.95,-0.2326,-0.0069,0.2257,698.1425,0.121394,-362.628396,-362.62271,-362.621766,-362.658013,22.889,-1504.398234,-1514.162274,-1522.459826,-1402.603724,10.78685185,10.78685185,0.428240741,0.428240741,0.395932043,55.75,109.128,102.072,109.0527638,42,0,0.227580662,-0.337899624,0.337899624,0.227580662,1.625,2.5,2.625,16.16003327,9.554308357,2.661558972,-2.686846906,2.549214809,-2.80860338,5.896876647,-0.214679414,1.73850947,2.035465626,161.3673488,5.300964908,4.501726256,4.501726256,3.877010098,3.182244271,3.182244271,3.083466842,3.083466842,2.843289232,2.843289232,2.242968347,2.242968347,-0.53,83.44845457,3.486817405,0.713660623,0.144838845,47.46782391,4.899909731,0,0,5.907179729,0,0,4.794537184,0,0,0,0,12.33872767,12.58659724,5.917906046,4.794537184,5.907179729,0,4.899909731,11.83581209,12.46266245,6.544756406,0,0,0,0,0,0,0,23.3936867,4.794537184,11.83581209,6.420821623,0,0,0,0,20.31,0,4.794537184,0,0,11.82508578,18.50450328,6.420821623,0,4.899909731,0,0,0,0,12.78569444,0,0,1.85087963,0.738425926,1.208333333,1.083333333,0,0.833333333,8,0,2,1,2,3,0,0,0,1,0,2,0,1,2,3,3,-0.1531,27.098,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1cc(n[nH]1)O,4.08888,0.91509,0.89365,2.4818,78.19,-0.2143,0.0312,0.2455,1391.0361,0.159837,-419.242643,-419.233412,-419.232468,-419.277188,34.383,-1836.706293,-1847.800024,-1858.468932,-1708.512479,8.759583333,8.759583333,0.068240741,0.068240741,0.594330531,10.55555556,126.159,116.079,126.0793129,50,0,0.229801276,-0.492214811,0.492214811,0.229801276,1.666666667,2.333333333,2.555555556,16.26710183,10.14116297,2.007514447,-1.94896602,2.137385278,-1.846910927,5.140183473,0.451807544,2.139277538,2.845602313,192.6928596,6.853371151,5.549127729,5.549127729,4.198377303,2.941546335,2.941546335,2.336185594,2.336185594,1.206160897,1.206160897,0.621225739,0.621225739,-0.99,130.4959298,6.134843945,2.088778189,1.219852877,53.71772519,5.106527395,0,0,5.879988336,0,0,5.098681808,0,0,5.098681808,13.8474744,5.917906046,11.76029506,0,5.106527395,0,0,10.19736362,0,19.76538045,0,11.76029506,0,5.879988336,0,0,5.879988336,0,15.30389101,0,0,25.45930844,6.066367068,0,0,0,48.91,0,0,0,5.879988336,5.917906046,5.693927995,0,6.066367068,13.8474744,10.19736362,5.106527395,0,0,0,15.03287037,0.965277778,0.469537037,1.62962963,0,4.069351852,0,0.5,9,2,3,0,0,0,0,1,1,2,2,3,1,0,0,0,1,1.2387,34.3415,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1N=COC11CC1,2.5599,1.43179,1.03892,1.5456,79.63,-0.2344,0.0226,0.257,1210.1079,0.171139,-403.154189,-403.145539,-403.144594,-403.188069,32.704,-1929.804783,-1942.152278,-1953.413554,-1794.816302,5.363240741,5.363240741,0.189236111,0.189236111,0.518131187,35,125.171,114.083,125.084064,50,0,0.170288325,-0.474928705,0.474928705,0.170288325,1.777777778,2.555555556,3,16.51510402,10.09604233,2.529066164,-2.117121925,2.464499257,-2.218340759,5.523529743,0.173219161,2.451382452,2.111911523,148.9951406,6.319990956,5.631482768,5.631482768,4.372938668,3.567361173,3.567361173,2.861152206,2.861152206,2.265000485,2.265000485,1.474927944,1.474927944,-0.53,240.2354803,5.270170382,1.493454861,0.589607978,54.92610912,4.736862954,5.601050811,6.400660921,0,0,0,4.992404733,0,0,0,6.9237372,19.26246487,0,6.041840829,4.736862954,6.400660921,0,0,4.992404733,37.82909371,0,0,0,0,0,0,0,0,18.04355256,4.736862954,0,26.18620207,4.992404733,0,0,0,21.59,0,0,0,5.601050811,6.041840829,6.420821623,12.84164325,6.400660921,0,11.91614193,4.736862954,5.363240741,0,4.222222222,0,0.189236111,0,0.469907407,5.175277778,2.163449074,0,0.857142857,9,0,2,1,1,2,0,0,0,2,0,2,1,1,0,1,2,1.3561,35.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1C2CN1C1=C2NN=C1,4.22852,1.60721,1.3964,3.6188,74.14,-0.2135,0.0222,0.2357,916.4586,0.129537,-396.861123,-396.855146,-396.854201,-396.891409,24.802,-1585.71336,-1596.183348,-1605.072641,-1474.851345,3.957962963,3.957962963,0.780092593,0.780092593,0.535946027,22,121.143,114.087,121.0639972,46,0,0.078672644,-0.367284189,0.367284189,0.078672644,1.666666667,2.555555556,3.333333333,15.29535792,10.05742622,2.400543839,-2.284820718,2.426635659,-2.37113028,5.619363645,0.564128892,2.107183446,2.318026873,224.0605809,5.844934983,4.963341292,4.963341292,4.449489743,3.231714867,3.231714867,2.770824195,2.770824195,2.278271665,2.278271665,1.700052389,1.700052389,-0.99,223.3614453,3.928261559,0.987834746,0.281297638,52.6716628,4.899909731,0,0,0,0,0,5.098681808,0,5.098681808,0,0,0,19.00741886,17.57815784,0,5.687386275,0,10.19736362,0,5.917906046,17.98942254,11.89077157,0,0,4.899909731,5.687386275,0,0,23.28687643,0,0,11.61183404,6.196843572,0,0,0,31.92,0,0,0,0,0,5.917906046,24.47082708,0,6.196843572,15.09727335,0,0,0,2.350694444,6.975324074,2.689814815,0.780092593,0,1.918981481,2.451759259,0,0.5,9,1,3,0,3,3,0,1,1,2,1,3,0,0,1,1,4,0.3269,33.5417,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC1CNC2=O,2.10987,1.87525,1.42407,3.5836,78.34,-0.2341,0.035,0.2691,1029.3289,0.172877,-403.195052,-403.186759,-403.185815,-403.227763,32.154,-1955.446683,-1968.018199,-1979.280103,-1819.724644,11.04638889,11.04638889,0.041666667,0.041666667,0.502494637,47.66666667,125.171,114.083,125.084064,50,0,0.225796068,-0.355307281,0.355307281,0.225796068,1.777777778,2.555555556,2.777777778,16.15175888,9.631027961,2.520100991,-2.377206294,2.485306716,-2.390474374,5.854455394,-0.131609291,1.963292284,2.276011693,166.2990861,6.483127663,5.606918903,5.606918903,4.2329988,3.516402642,3.516402642,3.363090478,3.363090478,2.940916814,2.940916814,1.825541729,1.825541729,-0.53,127.6139985,5.270170382,1.306617696,0.442679193,54.62862569,5.316788604,0,0,5.907179729,0,0,4.794537184,0,0,0,6.9237372,18.75954929,6.544756406,5.414990469,4.794537184,5.907179729,0,5.316788604,11.33289652,19.76538045,6.544756406,0,0,0,5.316788604,0,0,0,12.45193614,4.794537184,11.33289652,19.76538045,0,0,0,0,29.1,0,4.794537184,0,11.3221702,5.917906046,12.96557803,6.420821623,0,0,12.2405258,0,0,0,11.04638889,2.883101852,0.041666667,0.934027778,0,2.345972222,2.998842593,0,0.857142857,9,1,2,1,1,2,0,0,0,1,1,2,0,1,1,2,2,0.5325,33.8407,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(NC1C[NH3+])C([O-])=O,3.27943,1.05134,0.93542,6.3804,71.9,-0.245,0.0204,0.2654,1297.6857,0.159605,-456.353885,-456.34434,-456.343396,-456.388424,34.837,-1769.835796,-1780.731863,-1791.400771,-1641.382194,10.25125,10.25125,0.016203704,-1.031342593,0.383740053,40.44444444,130.147,120.067,130.0742276,52,0,0.091781687,-0.548067642,0.548067642,0.091781687,2,2.555555556,2.666666667,16.37158835,10.1016024,2.507318339,-2.062262663,2.224067198,-2.54966389,5.810927587,-0.36807081,2.435702833,2.518801644,147.8934211,7.068914101,5.308060412,5.308060412,4.10920756,2.89384685,2.89384685,2.475406307,2.475406307,1.800373115,1.800373115,0.882300231,0.882300231,-0.61,151.0135756,6.509189511,1.683003428,0.799215801,53.03869706,15.63473206,0,0,0,0,0,5.316788604,0,0,0,0,6.9237372,0,24.09482778,15.63473206,5.969305288,0,5.316788604,0,18.50450328,6.544756406,0,0,0,16.15698348,0,0,0,24.09482778,4.794537184,0,6.9237372,0,0,0,0,89.71,11.50823054,9.901064579,0,6.041840829,6.544756406,0,0,6.9237372,0,11.05045608,0,0,0,10.25125,13.02092593,2.781990741,-1.031342593,0.016203704,0,2.210972222,0,0.8,9,4,4,0,1,1,0,0,0,3,2,4,2,0,1,1,1,-3.2913,28.0908,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OC(C#C)C1CC(=O)C1,3.74703,0.9392,0.85296,3.1868,74.77,-0.2418,-0.0183,0.2235,1342.4004,0.132646,-421.791946,-421.782642,-421.781698,-421.826544,34.024,-1715.107599,-1724.379044,-1733.86196,-1600.678195,10.35039116,10.35039116,0.043981481,-0.705833333,0.49785917,22.44444444,124.139,116.075,124.0524295,48,0,0.133263336,-0.380071514,0.380071514,0.133263336,1.777777778,2.333333333,2.666666667,16.26673918,9.801155563,2.307291773,-2.248716707,2.250110708,-2.321389196,5.843374887,-0.128683796,1.794550219,2.332702906,158.2451893,6.853371151,5.001726256,5.001726256,4.236382105,2.89661,2.89661,2.318507057,2.318507057,1.597000611,1.597000611,0.884423558,0.884423558,-0.81,86.1384105,6.312100122,2.200138473,1.113202095,53.8780538,5.106527395,11.88721133,0,0,0,0,4.794537184,0,0,6.423349896,5.920434319,0,18.75954929,0,9.901064579,5.783244946,0,0,5.917906046,18.94560963,0,0,0,12.34378421,0,0,0,0,16.99373873,4.794537184,18.26169026,12.84164325,0,0,0,0,37.3,6.103966388,4.794537184,0,11.70115099,12.84164325,0,0,0,0,5.920434319,11.52987729,0,0,10.35039116,8.90712963,0,2.437777778,0,5.138034769,0,0,0.571428571,9,1,2,1,0,1,0,0,0,2,1,2,1,1,0,1,1,-0.0404,32.5708,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
